Name,City,Venue,Quote1,Quote2,Occasion,MatchConfidence,DuplicateFlag,VenueID,FoodboardID,Cuisine,RawVenue,TranscriptFile,match_1,score_1,match_2,score_2,match_3,score_3
Jose Alkon,Sydney,Fontana (transcribed as 'Fontana in Redford'),"Totally absolute fun vibe, amazing wine, beautiful food.",We were craving that food and it was there on a plate.,,corrected,,venue.QVVTLk5TVy4xMDAwNjE5Nw==,foodboard.dXNlci43Z0pGTVNlTlhnVmdQbFZtYTZDdlVsZ3p6MmQy,,Fontana in Redford,Jose Alkon.docx,,,,,,
Jose Alkon,Sydney,Valentinas Sydney (transcribed as 'Valentinas'),"Directly at the end of my street. Walk by with a dog, grab a coffee, grab some donuts for the kids.",That's where I go when I'm a little bit dusty.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwMDg5Ng==,foodboard.dXNlci43Z0pGTVNlTlhnVmdQbFZtYTZDdlVsZ3p6MmQy,American | Brunch,Valentinas,Jose Alkon.docx,,,,,,
Jose Alkon,Sydney,Marrickville District Hardcourt Tennis Club (transcribed as 'Casa du Bonbica in Maracul'),A tennis club that has a Portuguese community club. The most authentic Portuguese food around.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjYxOA==,foodboard.dXNlci43Z0pGTVNlTlhnVmdQbFZtYTZDdlVsZ3p6MmQy,Portuguese,Casa du Bonbica in Maracul,Jose Alkon.docx,,,,,,
Jose Alkon,Sydney,Where's Nick Wine Bar (transcribed as 'Wesnik in Maracul'),Sydney's best wine bar. The wine list is impeccable. You learn so much.,It's unpretentious. The food game is strong there as well.,wine bar,corrected,,venue.QVVTLk5TVy4xMDAwNjM1Mg==,foodboard.dXNlci43Z0pGTVNlTlhnVmdQbFZtYTZDdlVsZ3p6MmQy,,Wesnik in Maracul,Jose Alkon.docx,,,,,,
Jose Alkon,Sydney,Red Rattler Theatre (transcribed as 'Rhett Rattler'),A community-run theater in Marrickville. Been going on for 20 years. The wildest experience.,"One night a hardcore punk show, another night Japanese rope art, or African dance party.",,corrected,,venue.QVVTLk5TVy4xMDAwNjYxOQ==,foodboard.dXNlci43Z0pGTVNlTlhnVmdQbFZtYTZDdlVsZ3p6MmQy,,Rhett Rattler,Jose Alkon.docx,,,,,,
Jose Artidellio,Sydney,Pepito's Marrickville (transcribed as 'Peppito's in Maryville'),Kind of like a Peruvian restaurant. Just pictures of ceviche and punk rock.,,,corrected,,venue.QVVTLk5TVy4xMDAwMTE3OQ==,foodboard.dXNlci40RGg2cWpsRjhoT2hxYkx3Mkg1Zm9HdUw1NVYy,,Peppito's in Maryville,Jose Artidellio.docx,,,,,,
Jose Artidellio,Sydney,Single O Surry Hills (transcribed as 'single law'),"They have the shop here, but they look like coffee everywhere.",,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ0OA==,foodboard.dXNlci40RGg2cWpsRjhoT2hxYkx3Mkg1Zm9HdUw1NVYy,Coffee,single law,Jose Artidellio.docx,,,,,,
Jose Artidellio,Sydney,Dulcie's Kings Cross (transcribed as 'Dolce's in Kinskeros'),"Cocktail bar, good for hospital, like after work drinks.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjU3NQ==,foodboard.dXNlci40RGg2cWpsRjhoT2hxYkx3Mkg1Zm9HdUw1NVYy,Cocktail,Dolce's in Kinskeros,Jose Artidellio.docx,,,,,,
Jose Artidellio,Sydney,Tio's Cerveceria (transcribed as 'Theo's'),In Syracuse. I'm more of a night person.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjYyMA==,foodboard.dXNlci40RGg2cWpsRjhoT2hxYkx3Mkg1Zm9HdUw1NVYy,Cocktail,Theo's,Jose Artidellio.docx,,,,,,
Jose Artidellio,Sydney,The Rover (transcribed as 'the robber'),Across the road from Theo's. A lot of after-work drinks.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjYyMQ==,foodboard.dXNlci40RGg2cWpsRjhoT2hxYkx3Mkg1Zm9HdUw1NVYy,Oyster | Cocktail,the robber,Jose Artidellio.docx,,,,,,
Jose Sualog,Sydney,Bar Vincent (transcribed as 'Bar of Vincent'),A restaurant where you can go every night and it's like getting a big warm hug.,,,corrected,,venue.QVVTLk5TVy4xMDAwNDE0MQ==,foodboard.dXNlci5jVVNURDhJNEJXY3NXZFlTMjNvR0dyRDlEUlcy,Italian,Bar of Vincent,Jose Sualog.docx,,,,,,
Jose Sualog,Sydney,Primary Coffee roasters Potts Point (transcribed as 'Primary coffee'),"The speed, the tastiness, the friendly faces. The temperature of the coffee is always spot on.",Long black. Pretty precise.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjUwMQ==,foodboard.dXNlci5jVVNURDhJNEJXY3NXZFlTMjNvR0dyRDlEUlcy,Coffee,Primary coffee,Jose Sualog.docx,,,,,,
Jose Sualog,Sydney,Pioik Bakery Pyrmont (transcribed as 'P.E.A.K. Bakery and Fearmont'),In my opinion they do the best bread. Very tasty pastries.,,,corrected,,venue.QVVTLk5TVy4xMDAwMjE3Mw==,foodboard.dXNlci5jVVNURDhJNEJXY3NXZFlTMjNvR0dyRDlEUlcy,,P.E.A.K. Bakery and Fearmont,Jose Sualog.docx,,,,,,
Jose Sualog,Sydney,Vermuteria Bar (transcribed as 'Vermonteria'),In Potts Point. They have vermouth on tap and barrel. They also have tasty snacks.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjYyMg==,foodboard.dXNlci5jVVNURDhJNEJXY3NXZFlTMjNvR0dyRDlEUlcy,,Vermonteria,Jose Sualog.docx,,,,,,
Jose Sualog,Sydney,Bones Ramen,"In Potts Point. Quick and easy, tasty. Like a warm hug of deliciousness.",,,high,,venue.QVVTLk5TVy4xMDAwNTI3NA==,foodboard.dXNlci5jVVNURDhJNEJXY3NXZFlTMjNvR0dyRDlEUlcy,Japanese,Bones Ramen,Jose Sualog.docx,,,,,,
Joseph Abboud,Melbourne,Maha North,Shane's been doing such great things for Middle Eastern food for a long time.,Always great to get a bit of inspiration there.,,high,,venue.QVVTLlZJQy4xMDAwNzA4Mg==,,,Maha North,Joseph Abboud_IG.docx,,,,,,
Joseph Abboud,Melbourne,Coburg Coffee & Kitchen Centre (transcribed as 'Kobuk coffee and kitchen centre'),"A tiny little place. I stand up and have a short black. Really easy, like home.",,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjg1Mw==,,Coffee,Kobuk coffee and kitchen centre,Joseph Abboud_IG.docx,,,,,,
Joseph Abboud,Melbourne,Bridge Road Brewers Brunswick (transcribed as 'fridge road brewery'),Conveniently located next door. They've just started brewing their own beers on site.,Really cool to get a fresh beer.,,corrected,,venue.QVVTLlZJQy4xMDAwNjg1NA==,,,fridge road brewery,Joseph Abboud_IG.docx,,,,,,
Joseph Abboud,Melbourne,Ciccio Pizza (transcribed as 'Chit Your Pizza'),"Pretty cool place. Misshapen, burnt, crusty and all those things that make pizza great.",,,corrected,,venue.QVVTLlZJQy4xMDAwNDQ5NA==,,Pizza,Chit Your Pizza,Joseph Abboud_IG.docx,,,,,,
Joseph Abboud,Melbourne,Half Moon Cafe (transcribed as 'half moon falafels'),I live in Coburg. They've been serving up falafels in Melbourne for so long.,"They're moist, they're full of flavour, they're great.",,corrected,,venue.QVVTLlZJQy4xMDAwMzg4Mg==,,Coffee,half moon falafels,Joseph Abboud_IG.docx,,,,,,
Josh Begbie,Melbourne,Du Fermier (transcribed as 'Defermier'),A really great country town restaurant. Only set menu and you don't discover what's for lunch until you arrive.,Old school hospitality. A bit of a relief from city life.,,corrected,,venue.QVVTLlZJQy4xMDAwMTQ0NQ==,foodboard.PxECD4xmvoFj512Pq6Mph,French,Defermier,Josh Begbie_V2.docx,,,,,,
Josh Begbie,Melbourne,BLUME COFFEE (transcribed as 'Bloom coffee'),An awesome little spot. Nice to go somewhere where it's a little more of a slower pace.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTgwMw==,foodboard.PxECD4xmvoFj512Pq6Mph,Coffee,Bloom coffee,Josh Begbie_V2.docx,,,,,,
Josh Begbie,Melbourne,Oriental Impression Grill Restaurant (transcribed as 'Oriental impressions'),A little Chinese barbecue BYO restaurant. Everything is cooked on a grill.,"Meat on sticks, but done really well at a reasonable price. Smoky, fatty, spicy.",,corrected,,venue.QVVTLlZJQy4xMDAwNjc3MA==,foodboard.PxECD4xmvoFj512Pq6Mph,Chinese,Oriental impressions,Josh Begbie_V2.docx,,,,,,
Josh Begbie,Melbourne,Florian,"There's a reason people line up an hour to get breakfast there. Really simple, but also unique.",The quality is super high. They do Friday night wine bar service now.,brunch,high,,venue.QVVTLlZJQy4xMDAwNjIyMw==,foodboard.PxECD4xmvoFj512Pq6Mph,Brunch,Florian,Josh Begbie_V2.docx,,,,,,
Josh Begbie,Melbourne,Public Wine Shop,Awesome wine list. The wines by the glass change every day.,"A nice little communal table, so you can take friends, but also meet new friends.",wine bar,high,,venue.QVVTLlZJQy4xMDAwNjQ1NQ==,foodboard.PxECD4xmvoFj512Pq6Mph,European,Public wine shop,Josh Begbie_V2.docx,,,,,,
Josh Cooke,Adelaide,Soi 38 Adelaide (transcribed as 'Soy 38'),"Terry and the team do great Thai food, amazing ingredients, done really well traditionally.",Get the tour of Thailand tasting menu. It's great.,,corrected,,venue.QVVTLkFETC4xMDAwMDMzNw==,foodboard.AQsd8HlVl4mMEUZ6NV-ll,Thai | Chinese,Soy 38,Josh Cooke.docx,,,,,,
Josh Cooke,Adelaide,Exchange Coffee (transcribed as 'Exchange'),"Got amazing coffee, nice batch brew all the time. You always know someone down there.","If you're a local Adelaidean, you see another friend down there, classic Adelaide.",coffee,corrected,,venue.QVVTLkFETC4xMDAwMTc2MA==,foodboard.AQsd8HlVl4mMEUZ6NV-ll,Coffee | Brunch,Exchange,Josh Cooke.docx,,,,,,
Josh Cooke,Adelaide,Plus 82 Pocha Korean restaurant (transcribed as 'Plus 8-2 kocha'),"A little Korean fried chicken and pop-hop place. Get some fried chicken, drink so much soju.","Got fried chicken left? Take it home, have it cold the next day, it's still crunchy, delicious.",,corrected,,venue.QVVTLkFETC4xMDAwMDYxMg==,foodboard.AQsd8HlVl4mMEUZ6NV-ll,Korean,Plus 8-2 kocha,Josh Cooke.docx,,,,,,
Josh Cooke,Adelaide,The Olivia Hotel (transcribed as 'The Olivia'),Simon and the team there are really friendly. They've got Olivia Lager on tap.,"Some amazing local wines, some international wines. A really nice hang-out spot.",,corrected,,venue.QVVTLkFETC4xMDAwMTg2MQ==,foodboard.AQsd8HlVl4mMEUZ6NV-ll,,The Olivia,Josh Cooke.docx,,,,,,
Josh Cooke,Adelaide,Vietnam Restaurant,"Family-run business, open 30-plus years. Real nice Vietnamese food, like honest Vietnamese food.","Their warm seafood salad is amazing. Every time I go there, I order that.",,high,,venue.QVVTLkFETC4xMDAwMDE5OQ==,foodboard.AQsd8HlVl4mMEUZ6NV-ll,Vietnamese,Vietnam restaurant,Josh Cooke.docx,,,,,,
Josh Reynolds,Sydney,Cafe Paci (transcribed as 'Cafe Passi in Newtown'),"Awesome food, awesome chefs, modern Australian, but the desserts, epic.","Curry ice cream, licorice sponge. Really refreshing, more-ish, really good.",,corrected,,venue.QVVTLk5TVy4xMDAwMzgxMg==,foodboard.zSacmd4T3ScenfrO0CakG,Modern Australian,Cafe Passi in Newtown,Josh Reynolds.docx,,,,,,
Josh Reynolds,Sydney,Malabar South Indian Restaurant (transcribed as 'Malabar'),An Indian restaurant at the end of Darlinghurst Road. I'm a spicy kind of guy.,"All their sides are really good, their spice level is up there.",,corrected,,venue.QVVTLk5TVy4xMDAwNjA3MA==,foodboard.zSacmd4T3ScenfrO0CakG,Indian,Malabar,Josh Reynolds.docx,,,,,,
Josh Reynolds,Sydney,Lord Dudley Hotel (transcribed as 'The Lord Dudley in Willara'),Copious amounts of pints of Guinness and lots of crisps. That's all I need.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjE4Mg==,foodboard.zSacmd4T3ScenfrO0CakG,,The Lord Dudley in Willara,Josh Reynolds.docx,,,,,,
Josh Reynolds,Sydney,Vermuteria Bar (transcribed as 'The Mutaria'),"Owned by Dave Spanton. Lots of vermouth, lots of Spanish-y snacks and beers.",A nice place to hang. Nice and small inside.,,corrected,,venue.QVVTLk5TVy4xMDAwNjYyMg==,foodboard.zSacmd4T3ScenfrO0CakG,,The Mutaria,Josh Reynolds.docx,,,,,,
Julia Busuttil Nishimura,Melbourne,"Kafeneion ""emeis & emeis"" Melbourne (transcribed as 'Cuffinion')","Really good, home-style, authentic Greek food. Just fills your cup every time.","The service is great, the food's amazing. A really beautiful setting.",,corrected,,venue.QVVTLlZJQy4xMDAwNTk1Mg==,,Greek,Cuffinion,Julia Busuttil Nishimura.docx,,,,,,
Julia Busuttil Nishimura,Melbourne,Market Lane Coffee - Queen Victoria Market (transcribed as 'market lane'),"They're so consistent. Just really good quality, great service.",I love the interiors.,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTk5OA==,,Coffee,market lane,Julia Busuttil Nishimura.docx,,,,,,
Julia Busuttil Nishimura,Melbourne,Malaymas (transcribed as 'Malamas'),"A local Malaysian restaurant in North Fitzroy. Family run. Really cute, really delicious.",,,corrected,,venue.QVVTLlZJQy4xMDAwNDc3NQ==,,Malaysian,Malamas,Julia Busuttil Nishimura.docx,,,,,,
Julia Busuttil Nishimura,Melbourne,Standing Room Coffee - Fitzroy North (transcribed as 'Standing room coffee'),"Really good coffee. They've got pastries from wildlife bakery, great breakfasts.",The service is really lovely. Everyone's super friendly.,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjczMg==,,Coffee,Standing room coffee,Julia Busuttil Nishimura.docx,,,,,,
Julia Busuttil Nishimura,Melbourne,Public Wine Shop,"Great wines. Whether daytime or late into the night, you always know you're going to get a good glass of wine.",Great service and delicious food.,wine bar,high,,venue.QVVTLlZJQy4xMDAwNjQ1NQ==,,European,Public wine shop,Julia Busuttil Nishimura.docx,,,,,,
Julian Cincotta,Sydney,Pellegrino 2000 (transcribed as 'Pellegrino's 2000'),"Cotoletta, Parmigiana, amazing pastas, incredible wine list, little outdoor seating.",Surry Hills gem.,,corrected,,venue.QVVTLk5TVy4xMDAwNDcyNQ==,foodboard.dXNlci5ZWmR3NngwdktvU1Yxc2JOVzBJODVtZlZ5Tmkx,Italian,Pellegrino's 2000,Julian Cincotta.docx,,,,,,
Julian Cincotta,Sydney,Corduroy Cafe (transcribed as 'cold right'),It's my local. I probably get about six a day. An underrated little hole in the wall.,,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjYyNA==,foodboard.dXNlci5ZWmR3NngwdktvU1Yxc2JOVzBJODVtZlZ5Tmkx,,cold right,Julian Cincotta.docx,,,,,,
Julian Cincotta,Sydney,Malibu Sydney (transcribed as 'Malibu'),"Big sandwich, fried schnitzel, juicy, herb mayonnaise, cheese.","Actually two meals in one, 15 bucks. An absolute gem.",,corrected,,venue.QVVTLk5TVy4xMDAwNjYyNQ==,foodboard.dXNlci5ZWmR3NngwdktvU1Yxc2JOVzBJODVtZlZ5Tmkx,,Malibu,Julian Cincotta.docx,,,,,,
Julian Cincotta,Sydney,Hollywood Hotel (transcribed as 'hotel Hollywood'),"Drag shows, live music, different type of bands.","One of my favorites of a late night, open till 3 a.m.",late night,corrected,,venue.QVVTLk5TVy4xMDAwNjQyNA==,foodboard.dXNlci5ZWmR3NngwdktvU1Yxc2JOVzBJODVtZlZ5Tmkx,,hotel Hollywood,Julian Cincotta.docx,,,,,,
Julian Cincotta,Sydney,A.P House (A.P Bakery) (transcribed as 'AP Bakery above Paramount House'),"The LP's brisket pie with barbecue sauce, flaky pastry, juicy brisket. Amazing.",That's the hangover cure.,,corrected,,venue.QVVTLk5TVy4xMDAwNjQ1MA==,foodboard.dXNlci5ZWmR3NngwdktvU1Yxc2JOVzBJODVtZlZ5Tmkx,Bakery | Coffee,AP Bakery above Paramount House,Julian Cincotta.docx,,,,,,
Julian Hills,Melbourne,Lee Ho Fook (transcribed as 'Lee Hope book'),"Consistent. Every time we've been there, we've been looked after, it's unpretentious.",Always spot on.,,corrected,,venue.QVVTLlZJQy4xMDAwNTk3Mg==,foodboard.O_ySPDe6qnexddgFakufM,Chinese,Lee Hope book,Julian Hills_IG.docx,,,,,,
Julian Hills,Melbourne,Advieh (transcribed as 'the school toffee'),About 100 meters up the road. They know their stuff. It's always good.,"They care about the coffee. Been there about 15 years. Their wraps, good lunch.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTU4NQ==,foodboard.O_ySPDe6qnexddgFakufM,Coffee,the school toffee,Julian Hills_IG.docx,,,,,,
Julian Hills,Melbourne,MATSU (transcribed as 'Matu'),Four-seater homotans in Japanese place. Four seats only.,"Once you're inside, you could be anywhere in the world.",,corrected,,venue.QVVTLlZJQy4xMDAwNjAwMQ==,foodboard.O_ySPDe6qnexddgFakufM,,Matu,Julian Hills_IG.docx,,,,,,
Julian Hills,Melbourne,Co Thu Quan Footscray (transcribed as 'Kokukwan'),In Footscray. Northern Vietnamese street food. We go there with the family. The girls love it.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjY1Ng==,foodboard.O_ySPDe6qnexddgFakufM,Vietnamese,Kokukwan,Julian Hills_IG.docx,,,,,,
Julian Hills,Melbourne,Bar Romanée (transcribed as 'bar Romani'),In Yarraville Village. They do a steak night on Mondays. Always really good.,"Everyone in Yarraville hospitality, you see them there.",,corrected,,venue.QVVTLlZJQy4xMDAwNTE5Mw==,foodboard.O_ySPDe6qnexddgFakufM,,bar Romani,Julian Hills_IG.docx,,,,,,
Julien Moussi,Melbourne,Gimlet,Best restaurant in Melbourne at the moment.,,,high,,venue.QVVTLlZJQy4xMDAwMDIwNQ==,,European,Gimlet,Julien Moussi.docx,,,,,,
Julien Moussi,Melbourne,Patricia Coffee Brewers (transcribed as 'Patricia'),For a classic Melbourne CBD experience.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjA0NA==,,Coffee,Patricia,Julien Moussi.docx,,,,,,
Julien Moussi,Melbourne,QT Melbourne,"On Central Park. If that was in Melbourne metro, it would get a lot more noise.",It's a real hidden gem.,,fuzzy_matched,,,,,Reserve in Melbourne East,Julien Moussi.docx,QT Melbourne,85,Brico Melbourne,78,Coda Melbourne,78
Julien Moussi,Melbourne,Musicroom,My favorite bar experience at the moment in Melbourne.,,,fuzzy_matched,,,,,music room,Julien Moussi.docx,Musicroom,86,QT Melbourne,60,Path Melbourne,59
Julien Moussi,Melbourne,The Moon,"Really good classic Italian, very homely. The owner passed away, he was 94 and still working on the floor.",,,fuzzy_low,,,,,Racine's,Julien Moussi.docx,The Moon,61,Lilac Wine,59,The Gem Bar and Dining,59
Justin FitzPatrick,Sunshine Coast,Belmondos Organic Market,"Awesome wood fire grill, Japanese flavors. Get the corn, it's really good.","Teriyaki mayonnaise, ricotta all over it, beautiful.",,fuzzy_low,,,,,Soca on Ocean Street,Justin FitzPatrick_V2.docx,Belmondos Organic Market,45,Mosconi,44,Malaysian Style Roti,42
Justin FitzPatrick,Sunshine Coast,Criminal Coffee Company,Consistent awesome coffee. They've got a toasted sandwich menu.,,coffee,fuzzy_matched,,,,,Criminal coffee,Justin FitzPatrick_V2.docx,Criminal Coffee Company,83,Clandestino Coffee,57,The Normanby Hotel,37
Justin FitzPatrick,Sunshine Coast,Lamkin Lane Espresso Bar,Bimini style food. Faux flavors in the hash.,,,fuzzy_low,,,,,lampkin laying out a colander,Justin FitzPatrick_V2.docx,Lamkin Lane Espresso Bar,49,Flinders Lane Cafe,45,Malaysian Style Roti,44
Justin FitzPatrick,Sunshine Coast,Samila Gaeng,"Amazing whiskies to peel up, great cocktails. Little bitters and vials you can put into your drinks.",,,fuzzy_low,,,,,what Dan,Justin FitzPatrick_V2.docx,Samila Gaeng,46,Umami Ramen,42,La Petite Souris,40
Justin FitzPatrick,Sunshine Coast,La Petite Souris,"A French patisserie. Amazing pastries, croissant crunchy on the outside, soft inside, buttery feel.",,,fuzzy_low,,,,,Lipiti suray,Justin FitzPatrick_V2.docx,La Petite Souris,44,Detour,42,Seabourne Distillery,42
Justin James,Adelaide,Africola,Always delivering on the flavor and good vibes. My favorite is the peeps when they're on the menu.,Sometimes muscles with the extra flatbread.,,high,,venue.QVVTLkFETC4xMDAwMDU0OQ==,foodboard.k2bfkG9GgnbvdVCDPHVY1,African,Africola,Justin James.docx,,,,,,
Justin James,Adelaide,Coffee in Common,"Outside the city. If I have time for a little drive, I go out and see Sean at coffee in the common.",,coffee,high,,venue.QVVTLkFETC4xMDAwMTU0OA==,foodboard.k2bfkG9GgnbvdVCDPHVY1,Coffee,coffee in common,Justin James.docx,,,,,,
Justin James,Adelaide,Exchange Coffee,Inside the city. Meetings exchanged right down the street.,,coffee,high,,venue.QVVTLkFETC4xMDAwMTc2MA==,foodboard.k2bfkG9GgnbvdVCDPHVY1,Coffee | Brunch,exchange coffee,Justin James.docx,,,,,,
Justin James,Adelaide,That Restaurant on Gouger (transcribed as 'that restaurant'),Serving up late Chinese food at about 2:30 a.m. Probably the only place open that late.,"Sweet and sour pork, long green beans with chili. My go-to.",late night,corrected,,venue.QVVTLkFETC4xMDAwMDQyMQ==,foodboard.k2bfkG9GgnbvdVCDPHVY1,Chinese,that restaurant,Justin James.docx,,,,,,
Justin James,Adelaide,Bar Peripheral,"Vinny, the owner, the only guy that works there. 10 seats. No menu.",You talk to him and create a cocktail. Absolutely fantastic.,,high,,venue.QVVTLkFETC4xMDAwMTc3OQ==,foodboard.k2bfkG9GgnbvdVCDPHVY1,,Bar peripheral,Justin James.docx,,,,,,
Justin James,Adelaide,Just Down The Road,They just do sandwiches and coffees. About three minutes from my house.,Focus on deliciousness and excellent sandwiches.,,high,,venue.QVVTLkFETC4xMDAwMTg3NA==,foodboard.k2bfkG9GgnbvdVCDPHVY1,,just down the road,Justin James.docx,,,,,,
Justin Joiner,Melbourne,Cicciolina (transcribed as 'Chitulina's'),"An absolute institution down on Acland Street in St Kilda. Spaghetti vongole, glass of riesling.",,,corrected,,venue.QVVTLlZJQy4xMDAwNDg3Mw==,foodboard.32e7d47ef9a6ab44e27c1e94,,Chitulina's,Justin Joiner.docx,,,,,,
Justin Joiner,Melbourne,Proud Mary Coffee (transcribed as 'Proud Mary's'),Just around the corner from us in Collingwood. I'm a coffee snob.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNDkwOQ==,foodboard.32e7d47ef9a6ab44e27c1e94,Coffee,Proud Mary's,Justin Joiner.docx,,,,,,
Justin Joiner,Melbourne,Caretaker's Cottage (transcribed as 'Caretaker cottage'),A pint of Guinness and a cocktail.,,,corrected,,venue.QVVTLlZJQy4xMDAwNTgyOQ==,foodboard.32e7d47ef9a6ab44e27c1e94,Cocktail,Caretaker cottage,Justin Joiner.docx,,,,,,
Justin Joiner,Melbourne,Royal Stacks,A single stack at Royal Stacks with fries. Always fries.,,,high,,venue.QVVTLlZJQy4xMDAwMDExNA==,foodboard.32e7d47ef9a6ab44e27c1e94,Burger,Royal Stacks,Justin Joiner.docx,,,,,,
Justin Joiner,Melbourne,Marquis of Lorne (transcribed as 'the market of lawn in Fitzroy'),You can't beat a great corner pub. It probably does it better than anyone.,I'm literally there all the time.,,corrected,,venue.QVVTLlZJQy4xMDAwNTk5OQ==,foodboard.32e7d47ef9a6ab44e27c1e94,Australian,the market of lawn in Fitzroy,Justin Joiner.docx,,,,,,
Justin Narayan,Sydney,Chinatown Country Club - Coffee House (transcribed as 'Chinatown Country Club'),"Sick vibe, inspiration, clean, fresh. The coffee is immaculate, service is great.","I like to sit in and sip, enjoy it. Do a bit of writing, reading, a little bit of work.",coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjc3NA==,foodboard.TQrkh9sTnDwQH50g7S58j,,Chinatown Country Club,Justin Narayan_IG_V7.docx,,,,,,
Justin Narayan,Sydney,Bar Copains (transcribed as 'Vico panes'),"The service. Amazing. You have food, wine. Just sit there all day.",Get a chilled red. It's just juice.,,corrected,,venue.QVVTLk5TVy4xMDAwNjMzMg==,foodboard.TQrkh9sTnDwQH50g7S58j,Modern European,Vico panes,Justin Narayan_IG_V7.docx,,,,,,
Justin Narayan,Sydney,Indo Lankan (transcribed as 'Indo-lanken'),Near Seven Hills station. Great vibe. Food's amazing. They do everything well.,"Sri Lankan food, Indian food, naans, sauces, hoppers, all done so yum.",,corrected,,venue.QVVTLk5TVy4xMDAwMTMyMA==,foodboard.TQrkh9sTnDwQH50g7S58j,Sri Lankan | Indian,Indo-lanken,Justin Narayan_IG_V7.docx,,,,,,
Justin Narayan,Sydney,Eat at RoBs (transcribed as 'eat and rob'),"Smash burger, double patty. Fries.",,,corrected,,venue.QVVTLk5TVy4xMDAwMjQ1NA==,foodboard.TQrkh9sTnDwQH50g7S58j,Burger,eat and rob,Justin Narayan_IG_V7.docx,,,,,,
Justine Schofield,Sydney,Cafe 143,The First and Street Bronte. Charles makes the best double ristretto flat white.,,coffee,high,,venue.QVVTLk5TVy4xMDAwNjc3NQ==,foodboard.7A_ARiZg1DM40qYlAUOhB,,Cafe 143,Justine Schofield_IG_V4.docx,,,,,,
Justine Schofield,Sydney,"Frank's Deli (transcribed as 'Frank's deli, Sammy's burger')","Not a burger, a bacon and egg roll, but she uses LP brisket in it. So delicious.",,,corrected,,venue.QVVTLk5TVy4xMDAwNTYxNQ==,foodboard.7A_ARiZg1DM40qYlAUOhB,,"Frank's deli, Sammy's burger",Justine Schofield_IG_V4.docx,,,,,,
Justine Schofield,Sydney,Concordia Club (transcribed as 'Concordia in Maricville'),"Toddler-friendly. Kids can run around, you can watch them and have a beautiful German beer.","Schnitzels, pork knuckles, sausages, sauerkraut, everything you love about German food.",,corrected,,venue.QVVTLk5TVy4xMDAwMjMxMw==,foodboard.7A_ARiZg1DM40qYlAUOhB,German,Concordia in Maricville,Justine Schofield_IG_V4.docx,,,,,,
Justine Schofield,Sydney,Phamish Vietnamese Restaurant (transcribed as 'Famish in Darling Coast'),"Incredible Vietnamese food. Talking duck pancakes, banana blossom salad.",Don't forget to get the crispy fried chicken with plum sauce.,,corrected,,venue.QVVTLk5TVy4xMDAwNjc3Ng==,foodboard.7A_ARiZg1DM40qYlAUOhB,Vietnamese,Famish in Darling Coast,Justine Schofield_IG_V4.docx,,,,,,
Justine Schofield,Sydney,Mary's Newtown (transcribed as 'Mary's in Newtown'),A classic cheeseburger. It is the best. Everything they do is so good.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjA2Mg==,foodboard.7A_ARiZg1DM40qYlAUOhB,Burger,Mary's in Newtown,Justine Schofield_IG_V4.docx,,,,,,
Kane Pollard,Adelaide,Muni (transcribed as 'money out in Willunga'),Beautiful people running a tight little situation. Only a few seats but very precise food.,"Asian fusion, tying in the Fleurieu Coast regional area. Flavors are bang on every time.",,corrected,,venue.QVVTLkFETC4xMDAwMTY4Ng==,foodboard.PMpQJibhtO00JbpZBuR15,Asian | Asian Fusion | Fusion,money out in Willunga,Kane Pollard.docx,,,,,,
Kane Pollard,Adelaide,De Groot Coffee Co (transcribed as 'DeGroote out at Port Elliot'),"They roast on site. The staff are incredible. Call ahead, they may be out surfing.",,coffee,corrected,,venue.QVVTLkFETC4xMDAwMTc2Ng==,foodboard.PMpQJibhtO00JbpZBuR15,Coffee,DeGroote out at Port Elliot,Kane Pollard.docx,,,,,,
Kane Pollard,Adelaide,Tilbrook Estate,"Zero waste, closed loop winery, mark in Adelaide Hills. Enrico, incredible flour technician.",Basil oil on the margarita is a big win.,,high,,venue.QVVTLkFETC4xMDAwMTg3NQ==,foodboard.PMpQJibhtO00JbpZBuR15,,Tilbrook Estate,Kane Pollard.docx,,,,,,
